customer_id,age,tenure_months,monthly_spend,usage_score,clv,am_quality,treatment,customer_retained,true_effect
CUST_013533,54.5,5.5,74.85,66.35,474.69,-1.127,2,0,1.2
CUST_013534,45.3,3.0,20.21,37.37,60.89,-0.7262,0,1,0.0
CUST_013535,50.8,67.1,20.34,50.11,1368.67,-0.1891,0,0,0.0
CUST_013536,29.4,11.5,56.18,80.68,596.59,0.7222,1,0,0.5
CUST_013537,49.3,61.8,105.95,24.02,5546.96,0.2107,1,1,0.8
CUST_013538,27.9,52.9,59.54,62.31,2940.47,-0.1656,0,0,0.0
CUST_013539,35.6,1.1,146.16,20.85,136.29,0.4588,0,1,0.0
CUST_013540,18.0,7.9,284.53,57.87,1958.5,0.0148,0,1,0.0
CUST_013541,44.8,8.6,33.03,65.52,290.33,0.4591,1,1,0.5
CUST_013542,32.3,7.8,105.99,41.22,829.83,-1.4693,0,0,0.0
CUST_013543,53.3,13.3,60.2,5.27,941.07,0.4006,0,1,0.0
CUST_013544,44.7,16.6,48.58,24.24,917.67,1.1216,2,1,1.2
CUST_013545,53.5,34.1,58.49,38.18,1816.83,1.0344,0,0,0.0
CUST_013546,27.0,7.5,158.32,7.81,1306.03,1.6446,1,1,0.8
CUST_013547,52.5,8.5,96.28,22.31,784.5,-0.3622,2,1,1.2
CUST_013548,65.3,21.9,59.42,39.48,1326.02,-0.5998,0,0,0.0
CUST_013549,49.2,4.7,414.41,42.6,2181.0,-0.6918,0,1,0.0
CUST_013550,49.5,15.4,67.53,30.85,872.81,0.3476,0,0,0.0
CUST_013551,42.0,6.9,118.79,44.52,869.79,0.13,0,0,0.0
CUST_013552,33.7,5.3,83.42,43.42,474.82,0.7164,2,0,1.2
CUST_013553,49.1,38.1,26.34,29.36,841.94,1.5734,1,1,0.8
CUST_013554,21.9,29.5,70.53,33.34,2102.15,-0.0631,0,1,0.0
CUST_013555,35.0,6.9,56.67,52.72,441.22,0.197,1,0,0.5
CUST_013556,18.7,12.9,63.45,29.58,956.77,1.1195,0,1,0.0
CUST_013557,31.6,4.0,448.09,14.6,2013.86,-0.2916,2,1,1.7
CUST_013558,47.7,1.3,54.76,48.73,75.91,-0.2056,1,1,0.5
CUST_013559,46.1,21.1,96.59,76.98,2323.58,-1.2514,0,0,0.0
CUST_013560,40.6,10.8,173.33,36.93,1835.26,-0.663,1,1,0.5
CUST_013561,42.0,5.6,48.76,45.19,251.06,0.4321,0,0,0.0
CUST_013562,18.0,2.9,40.25,51.31,111.27,1.8478,2,1,1.2
CUST_013563,35.5,27.3,112.52,76.31,3327.74,-0.2087,2,1,1.7
CUST_013564,31.8,7.6,92.16,44.63,597.41,0.4435,1,1,0.5
CUST_013565,32.1,57.1,134.81,52.19,8975.38,-0.2326,1,1,0.5
CUST_013566,47.2,5.1,23.99,66.85,104.83,-2.0529,0,0,0.0
CUST_013567,29.7,6.7,330.37,49.06,2482.08,-1.4404,1,0,0.5
CUST_013568,32.7,45.8,94.48,18.28,4144.65,0.7491,2,1,1.7
CUST_013569,18.0,20.4,204.5,37.37,4064.7,-0.311,1,0,0.5
CUST_013570,36.5,2.8,624.85,50.33,1990.64,0.6179,0,0,0.0
CUST_013571,26.9,19.1,80.57,53.7,1678.25,0.4304,2,1,1.2
CUST_013572,41.0,8.8,44.73,15.84,394.23,0.4658,2,1,1.2
CUST_013573,28.6,32.0,66.67,11.34,2062.39,-0.8644,1,1,0.8
CUST_013574,41.3,1.9,78.11,71.11,150.32,0.2408,2,1,1.2
CUST_013575,38.3,60.0,103.14,46.29,7335.36,1.2188,1,0,0.5
CUST_013576,60.1,15.6,251.5,11.29,3727.63,0.3203,1,1,0.8
CUST_013577,46.0,31.8,90.65,45.64,3308.72,1.4831,1,1,0.5
CUST_013578,18.0,29.3,249.17,23.19,8465.7,0.421,2,0,1.7
CUST_013579,24.8,4.7,229.33,27.36,1252.03,0.7678,2,0,1.2
CUST_013580,40.7,50.9,101.39,7.05,5870.4,0.9717,2,0,1.7
CUST_013581,28.8,6.4,25.85,10.09,174.33,-0.6593,1,1,0.8
CUST_013582,18.0,5.1,183.98,28.49,883.1,1.171,0,0,0.0
CUST_013583,56.2,17.6,157.13,14.97,2694.86,-0.4753,2,0,1.7
CUST_013584,48.6,100.1,75.25,27.06,7753.33,1.1879,1,1,0.8
CUST_013585,46.3,9.0,39.35,33.82,366.99,-1.3646,1,0,0.5
CUST_013586,32.7,80.1,85.45,39.74,6633.54,0.7446,2,0,1.7
CUST_013587,45.1,13.7,133.69,24.12,1673.56,-1.1408,0,1,0.0
CUST_013588,31.5,43.2,34.08,83.97,1433.91,-0.6143,1,0,0.5
CUST_013589,42.5,18.1,34.52,51.89,601.4,-0.2983,0,1,0.0
CUST_013590,29.0,5.5,1084.56,30.72,5412.76,1.8565,2,0,1.7
CUST_013591,58.2,50.9,36.11,21.39,1651.96,-0.6321,0,0,0.0
CUST_013592,21.2,1.8,51.12,62.93,85.22,0.1183,1,1,0.5
CUST_013593,54.8,27.6,327.61,20.22,8998.1,0.3362,1,1,0.8
CUST_013594,40.5,42.6,41.43,60.23,1510.15,-0.5275,2,1,1.2
CUST_013595,34.1,42.8,39.4,4.25,1575.51,0.546,2,1,1.2
CUST_013596,42.0,25.6,190.47,59.39,4205.84,0.1677,1,0,0.5
CUST_013597,48.8,6.9,20.43,65.36,165.23,-0.7539,2,1,1.2
CUST_013598,56.4,18.2,59.56,31.7,923.96,0.6382,1,0,0.5
CUST_013599,43.8,23.8,153.07,29.88,3382.01,1.315,1,0,0.8
CUST_013600,29.3,52.9,302.28,31.78,17711.41,0.0994,2,1,1.7
CUST_013601,40.7,4.2,135.09,60.96,627.25,0.052,1,0,0.5
CUST_013602,61.8,15.0,130.9,12.74,2041.97,-0.319,1,0,0.8
CUST_013603,56.2,9.7,101.84,70.68,834.42,0.0336,2,1,1.2
CUST_013604,50.9,13.4,255.91,11.26,3957.52,-0.7746,2,0,1.7
CUST_013605,49.5,4.9,255.11,60.13,1308.34,0.0384,2,1,1.2
CUST_013606,48.4,5.9,127.9,49.0,614.84,0.4354,1,0,0.5
CUST_013607,53.9,35.3,103.7,11.9,4064.62,1.2325,0,0,0.0
CUST_013608,34.5,15.6,41.4,33.61,525.18,0.6047,2,1,1.2
CUST_013609,23.7,17.3,48.1,54.43,673.38,0.8983,1,1,0.5
CUST_013610,40.8,54.7,20.0,53.24,1213.4,-1.3148,2,0,1.2
CUST_013611,30.2,6.6,76.75,77.74,523.7,-0.683,2,0,1.2
CUST_013612,27.3,9.6,36.63,20.3,363.64,0.767,0,0,0.0
CUST_013613,31.4,8.9,47.27,53.92,364.68,0.0524,2,0,1.2
CUST_013614,69.8,25.8,233.46,11.92,6839.28,0.5562,2,1,1.7
CUST_013615,41.6,19.8,180.64,73.34,4118.38,-2.8113,0,1,0.0
CUST_013616,44.3,15.3,54.3,50.6,793.78,0.6958,2,0,1.2
CUST_013617,25.3,26.5,65.45,79.42,1567.25,-1.6556,1,1,0.5
CUST_013618,18.0,15.9,533.03,59.4,9373.98,1.1314,1,1,0.5
CUST_013619,30.2,40.6,45.86,30.12,1903.06,2.2367,1,0,0.5
CUST_013620,57.3,12.7,157.69,17.81,1980.62,-1.283,2,0,1.2
CUST_013621,44.0,53.1,310.11,49.37,19349.97,-0.3498,1,1,0.5
CUST_013622,47.2,3.1,108.41,51.94,391.66,-0.7177,1,1,0.5
CUST_013623,48.9,2.4,124.93,8.81,263.82,0.3726,2,1,1.2
CUST_013624,32.9,25.6,23.15,43.69,575.72,-0.8361,0,1,0.0
CUST_013625,56.7,11.9,65.01,25.67,690.32,-0.3109,0,1,0.0
CUST_013626,32.4,14.6,104.15,23.32,1507.01,-1.3473,0,0,0.0
CUST_013627,56.9,28.6,285.59,84.97,9644.3,0.5669,1,1,0.5
CUST_013628,45.3,5.8,58.01,45.04,295.54,-0.1456,0,0,0.0
CUST_013629,18.5,1.1,101.34,41.74,122.89,-1.1233,2,0,1.2
CUST_013630,31.0,13.9,244.42,38.12,3851.57,-0.7061,0,0,0.0
CUST_013631,18.6,54.0,213.3,6.33,13427.68,-0.8177,2,0,1.7
CUST_013632,54.0,14.4,124.84,23.99,1816.71,0.3863,1,1,0.8
CUST_013633,39.7,20.4,55.43,74.78,1008.07,0.2962,1,0,0.5
CUST_013634,18.0,5.6,138.16,45.42,895.45,-0.1422,2,1,1.2
CUST_013635,44.5,15.0,101.7,36.16,1350.18,0.6051,0,1,0.0
CUST_013636,33.6,15.7,34.26,45.91,463.53,-0.3847,2,0,1.2
CUST_013637,22.2,6.4,76.3,18.62,522.83,1.0571,0,0,0.0
CUST_013638,60.1,4.3,140.05,18.17,654.9,0.2952,2,1,1.2
CUST_013639,41.3,10.3,301.94,59.71,3578.72,-1.044,1,0,0.5
CUST_013640,36.5,1.0,48.81,15.44,41.38,0.4612,2,0,1.2
CUST_013641,35.2,4.4,179.02,30.55,773.27,2.2099,1,0,0.5
CUST_013642,21.8,31.5,55.93,29.04,1436.97,0.0956,2,1,1.2
CUST_013643,24.3,25.1,86.01,35.75,2359.23,0.2432,1,0,0.5
CUST_013644,55.4,9.0,65.29,57.77,475.57,0.9859,1,1,0.5
CUST_013645,34.3,19.2,423.98,43.63,7690.57,-0.2916,2,1,1.7
CUST_013646,40.3,42.4,151.25,47.19,7658.57,-0.8002,0,0,0.0
CUST_013647,18.0,43.9,171.19,70.43,8267.76,-0.5617,0,0,0.0
CUST_013648,24.2,25.5,51.3,37.76,1136.75,-0.2678,2,1,1.2
CUST_013649,47.3,3.2,137.68,18.06,359.77,-0.927,1,1,0.8
CUST_013650,44.5,4.3,34.64,63.08,147.23,0.3393,1,0,0.5
CUST_013651,61.0,8.3,20.0,18.14,191.4,2.1141,2,1,1.2
CUST_013652,56.1,26.7,62.83,54.9,1956.9,0.8547,0,0,0.0
CUST_013653,37.2,7.2,266.49,34.75,2060.56,-0.2545,0,0,0.0
CUST_013654,45.7,15.0,64.84,73.3,799.34,-0.0933,0,0,0.0
CUST_013655,36.2,41.9,153.39,16.33,5585.33,-0.6317,1,0,0.8
CUST_013656,64.7,53.4,736.33,31.88,39768.35,1.0237,2,1,1.7
CUST_013657,53.8,43.8,83.97,48.94,4233.46,1.0233,0,0,0.0
CUST_013658,42.0,3.0,371.66,46.36,1157.7,0.0011,1,1,0.5
CUST_013659,42.4,58.0,20.0,12.11,1239.6,0.277,1,0,0.8
CUST_013660,57.3,27.7,56.34,37.94,1759.12,0.7056,2,1,1.2
CUST_013661,47.0,23.1,133.75,30.99,2814.69,0.496,2,1,1.7
CUST_013662,58.7,6.8,80.87,59.58,627.75,-0.0675,0,0,0.0
CUST_013663,18.0,63.2,140.66,53.55,9712.66,-0.0055,2,1,1.7
CUST_013664,45.5,1.0,40.88,32.31,33.88,0.6481,0,1,0.0
CUST_013665,33.8,2.1,467.77,22.44,1044.34,-0.5786,0,0,0.0
CUST_013666,61.1,4.0,308.8,14.61,1147.1,-0.1356,1,0,0.8
CUST_013667,58.6,28.4,155.23,76.04,4475.25,-0.6276,0,0,0.0
CUST_013668,40.4,23.4,40.31,28.42,787.26,-0.4975,2,0,1.2
CUST_013669,58.4,69.5,91.36,24.87,7460.04,-0.5677,2,1,1.7
CUST_013670,61.4,10.3,209.91,41.95,2183.01,0.1824,1,1,0.5
CUST_013671,40.9,10.3,56.64,24.69,565.88,0.4312,0,0,0.0
CUST_013672,69.7,26.6,305.18,35.92,9420.21,0.6402,2,1,1.7
CUST_013673,39.6,4.6,125.12,56.97,469.6,-1.0399,2,0,1.2
CUST_013674,37.4,15.0,79.63,30.15,1149.27,-2.1519,0,0,0.0
CUST_013675,50.4,1.0,195.51,30.21,203.08,-1.4002,2,0,1.2
CUST_013676,35.8,21.5,47.27,54.76,1074.93,-0.1633,2,1,1.2
CUST_013677,41.0,36.8,70.54,14.71,3017.03,-0.9344,0,0,0.0
CUST_013678,56.9,5.5,57.94,75.13,276.49,-0.2708,0,0,0.0
CUST_013679,40.2,8.8,24.82,31.31,201.95,-2.1127,0,0,0.0
CUST_013680,19.7,3.4,20.0,51.94,69.08,-0.3439,2,1,1.2
CUST_013681,44.4,23.0,44.07,20.07,1145.88,0.053,1,0,0.8
CUST_013682,31.6,19.9,50.22,46.0,940.44,1.7843,2,1,1.2
CUST_013683,50.4,42.0,152.44,52.04,6973.12,1.5268,0,1,0.0
CUST_013684,48.4,84.4,67.28,24.04,5159.51,-1.9973,0,0,0.0
CUST_013685,57.7,98.7,149.94,13.31,13342.85,1.0995,2,1,1.7
CUST_013686,50.9,2.7,24.54,23.86,70.59,-0.0575,1,0,0.8
CUST_013687,53.1,19.3,117.58,29.16,2299.43,-2.0427,2,1,1.7
CUST_013688,32.0,37.4,27.99,58.51,1098.1,0.2926,0,0,0.0
CUST_013689,49.6,25.8,60.77,38.84,1571.92,-1.7082,0,0,0.0
CUST_013690,63.6,54.5,193.95,67.84,10925.28,0.0079,1,1,0.5
CUST_013691,31.7,14.0,68.92,13.87,836.42,-0.0752,1,1,0.8
CUST_013692,61.6,13.4,38.52,34.55,453.25,0.5079,2,1,1.2
CUST_013693,33.4,1.0,244.66,33.71,272.52,0.1624,1,0,0.5
CUST_013694,29.8,1.0,184.41,15.17,168.08,0.4399,0,1,0.0
CUST_013695,43.6,28.3,288.18,7.77,6626.47,-0.2369,1,0,0.8
CUST_013696,48.6,15.3,33.26,24.69,416.81,-0.0491,0,0,0.0
CUST_013697,50.9,25.9,21.57,45.16,592.67,0.0982,1,0,0.5
CUST_013698,28.5,6.5,301.45,37.54,1893.97,-0.9565,0,0,0.0
CUST_013699,45.2,47.7,31.93,34.96,1440.62,1.4453,2,1,1.2
CUST_013700,31.8,56.0,89.44,55.11,4513.9,-1.763,0,0,0.0
CUST_013701,22.1,26.1,81.93,80.26,2398.63,2.9058,2,0,1.7
CUST_013702,28.9,7.8,53.06,22.14,410.92,-1.0868,1,0,0.8
CUST_013703,31.0,5.8,33.68,47.57,196.94,0.2266,0,1,0.0
CUST_013704,46.3,23.6,67.25,40.31,1898.87,-1.1994,2,1,1.2
CUST_013705,53.8,67.8,188.97,17.05,14260.58,0.5834,2,1,1.7
CUST_013706,22.3,20.7,56.92,44.71,1376.0,0.0416,1,0,0.5
CUST_013707,44.2,43.9,33.63,20.73,1224.92,-0.1769,2,1,1.2
CUST_013708,25.9,20.0,96.63,19.75,1655.8,2.4494,2,1,1.2
CUST_013709,47.5,26.9,20.0,30.21,579.26,-1.0218,2,1,1.2
CUST_013710,32.5,20.1,114.39,23.99,1855.46,1.4052,2,1,1.2
CUST_013711,27.4,20.6,146.66,69.39,2979.96,-0.9278,2,1,1.7
CUST_013712,49.6,32.3,62.32,23.12,1794.93,1.4934,1,0,0.8
CUST_013713,33.0,12.1,171.99,45.51,2386.79,0.7846,2,1,1.7
CUST_013714,36.2,56.2,84.5,32.62,4283.34,1.9581,2,1,1.7
CUST_013715,18.0,47.8,72.59,70.82,3507.35,0.3071,0,1,0.0
CUST_013716,51.4,31.0,39.41,42.39,1371.08,-0.3139,1,0,0.5
CUST_013717,49.9,32.6,193.1,24.18,6386.5,-1.256,1,1,0.8
CUST_013718,40.1,12.8,61.47,66.06,658.92,0.8693,0,0,0.0
CUST_013719,21.7,42.9,73.01,57.84,2824.27,-1.1802,0,0,0.0
CUST_013720,54.5,64.7,154.32,79.73,11674.32,0.6304,2,0,1.7
CUST_013721,32.0,38.1,45.81,30.11,1643.24,-0.5579,1,0,0.5
CUST_013722,34.6,3.4,49.05,23.41,186.69,-0.0655,1,0,0.8
CUST_013723,67.7,37.1,91.0,58.74,3175.51,0.2115,1,0,0.5
CUST_013724,31.6,15.0,24.95,50.03,398.72,1.1134,2,0,1.2
CUST_013725,48.9,22.5,121.44,53.72,2753.91,1.0551,1,1,0.5
CUST_013726,46.7,113.5,87.7,41.82,9948.88,-0.5018,1,1,0.5
CUST_013727,44.7,10.7,23.69,30.63,251.84,-1.036,2,1,1.2
CUST_013728,43.4,10.3,20.0,84.22,226.38,0.9359,1,0,0.5
CUST_013729,44.5,7.3,57.96,5.62,355.17,0.0236,2,0,1.2
CUST_013730,43.3,3.3,65.14,29.71,247.69,-1.2067,2,1,1.2
CUST_013731,39.4,4.4,244.6,51.44,942.74,-0.0745,0,1,0.0
CUST_013732,58.1,17.3,484.42,58.43,9704.25,-0.6094,1,1,0.5
CUST_013733,24.2,57.7,45.7,64.14,2831.05,-1.6569,2,1,1.7
CUST_013734,52.3,39.8,45.48,39.77,1808.2,0.8797,1,1,0.5
CUST_013735,49.9,4.8,282.26,35.74,1555.45,-1.376,2,1,1.2
CUST_013736,48.4,19.8,121.61,65.63,2081.36,1.2889,1,1,0.5
CUST_013737,53.4,45.0,1539.09,6.15,57991.12,1.6073,2,1,1.7
CUST_013738,38.9,18.6,75.81,61.3,1168.72,1.1796,1,0,0.5
CUST_013739,18.0,58.2,197.88,53.45,12471.57,2.2054,2,1,1.7
CUST_013740,39.1,57.2,593.25,45.49,34698.15,-0.2273,2,0,1.7
CUST_013741,28.1,10.3,33.66,37.0,401.84,1.652,1,0,0.5
CUST_013742,31.2,49.7,41.67,55.73,1723.36,1.021,1,1,0.5
CUST_013743,25.1,21.1,125.98,10.3,2404.81,-0.4677,1,0,0.8
CUST_013744,34.3,15.7,86.71,27.99,1431.13,-1.1155,0,1,0.0
CUST_013745,32.8,35.7,102.02,36.52,3921.7,-0.4563,2,0,1.7
CUST_013746,18.0,37.4,48.88,14.41,1606.19,-0.7271,2,0,1.2
CUST_013747,48.4,27.0,87.73,27.82,2672.63,-0.2179,0,1,0.0
CUST_013748,66.6,40.0,67.19,56.3,3024.94,-1.009,1,1,0.5
CUST_013749,47.3,72.6,138.54,15.76,12015.15,-1.212,0,0,0.0
CUST_013750,37.6,49.5,190.66,67.61,11272.93,-0.7627,0,0,0.0
CUST_013751,39.3,1.9,27.04,27.9,51.01,0.7988,2,0,1.2
CUST_013752,34.9,45.5,248.11,42.82,11446.86,-0.2866,2,1,1.7
CUST_013753,41.1,36.5,92.07,55.93,3755.48,-1.0684,2,1,1.7
CUST_013754,39.6,62.7,192.22,69.21,13840.03,1.2508,1,1,0.5
CUST_013755,29.9,32.3,78.28,41.02,2429.67,0.3517,2,1,1.7
CUST_013756,60.2,50.5,214.92,61.41,12470.98,-0.609,2,1,1.7
CUST_013757,22.2,1.0,181.35,48.01,157.63,-0.3132,1,1,0.5
CUST_013758,48.6,91.4,125.21,58.72,9899.75,0.2716,0,1,0.0
CUST_013759,38.8,5.1,93.29,58.5,494.41,0.2873,2,0,1.2
CUST_013760,62.8,47.9,136.31,70.31,7467.4,-0.5569,2,1,1.7
CUST_013761,44.1,63.7,421.92,40.88,25731.23,0.537,2,1,1.7
CUST_013762,35.7,1.0,218.04,22.01,193.21,-1.1007,0,0,0.0
CUST_013763,37.0,58.8,152.34,3.78,10269.69,-0.4994,0,0,0.0
CUST_013764,40.5,42.4,57.92,51.48,2223.21,1.0229,1,0,0.5
CUST_013765,26.3,61.4,54.77,29.04,2763.85,-0.2196,2,1,1.7
CUST_013766,30.8,4.7,49.7,18.28,256.55,0.3184,1,1,0.8
CUST_013767,18.6,36.1,33.53,40.62,977.97,-0.0081,1,0,0.5
CUST_013768,28.9,16.0,177.03,45.16,2437.0,-1.3009,2,1,1.7
CUST_013769,41.1,7.2,100.34,29.8,603.49,-0.1147,0,0,0.0
CUST_013770,43.6,33.9,119.28,32.47,4210.16,-0.0419,2,1,1.7
CUST_013771,18.0,15.4,24.64,33.91,441.31,-0.4606,0,1,0.0
CUST_013772,38.4,55.2,49.14,21.36,2526.63,-0.7131,0,1,0.0
CUST_013773,46.8,29.8,81.36,19.22,2210.71,-2.1946,2,1,1.7
CUST_013774,38.0,3.6,34.98,87.39,128.85,-0.9906,1,0,0.5
CUST_013775,32.4,6.9,35.39,56.68,281.68,0.6684,2,1,1.2
CUST_013776,35.1,7.4,41.71,7.93,307.46,-0.4513,2,1,1.2
CUST_013777,33.5,10.1,135.18,21.85,1331.02,1.5895,2,0,1.2
CUST_013778,32.4,26.4,20.0,58.13,482.17,1.1134,2,0,1.2
CUST_013779,42.1,53.9,78.64,45.55,3719.43,1.8464,2,1,1.7
CUST_013780,67.7,21.6,303.7,36.7,5969.65,-0.6107,1,1,0.5
CUST_013781,31.1,33.4,210.52,55.01,7776.99,0.0605,2,1,1.7
CUST_013782,36.2,9.1,221.31,19.39,2392.83,-0.1304,2,1,1.7
CUST_013783,39.4,17.7,68.1,8.17,1401.52,0.5007,2,1,1.2
CUST_013784,31.8,16.8,427.57,69.34,6070.65,-0.2585,2,1,1.7
CUST_013785,53.2,29.0,57.05,77.48,1343.12,-0.2258,0,1,0.0
CUST_013786,18.0,17.5,129.14,18.04,2401.26,-0.6551,2,1,1.7
CUST_013787,33.6,9.8,137.29,4.36,1232.99,0.0502,0,0,0.0
CUST_013788,49.8,6.7,37.43,39.99,223.82,-0.1133,2,1,1.2
CUST_013789,36.5,7.1,20.0,41.75,148.0,0.44,1,0,0.5
CUST_013790,30.1,95.0,182.22,45.43,17683.22,-0.1579,1,0,0.5
CUST_013791,45.3,10.6,43.05,24.89,534.76,0.1634,0,0,0.0
CUST_013792,50.9,39.4,83.6,59.45,3208.77,0.1652,2,0,1.7
CUST_013793,42.5,1.8,123.87,52.87,209.42,1.2281,0,1,0.0
CUST_013794,30.4,2.3,88.43,72.47,196.92,0.7601,2,1,1.2
CUST_013795,45.5,27.8,154.7,6.54,4149.69,-0.676,0,0,0.0
CUST_013796,35.2,14.7,130.7,60.11,2198.04,-0.6357,2,1,1.7
CUST_013797,48.9,51.0,138.63,45.95,6250.33,1.5864,0,1,0.0
CUST_013798,57.8,47.6,121.34,50.61,6090.55,0.9581,0,1,0.0
CUST_013799,18.0,33.8,28.11,25.17,994.64,-2.4565,0,0,0.0
CUST_013800,41.3,40.5,91.99,21.17,4396.34,0.1264,2,1,1.7
CUST_013801,19.2,49.1,132.11,47.73,6672.77,-0.7576,1,0,0.5
CUST_013802,69.3,36.7,563.51,14.62,17429.4,2.7652,2,1,1.7
CUST_013803,34.4,18.0,124.49,33.29,2345.1,0.5107,0,0,0.0
CUST_013804,49.0,7.4,78.23,28.39,622.14,0.9349,2,0,1.2
CUST_013805,39.6,37.2,154.01,55.31,6494.92,-0.0086,2,1,1.7
CUST_013806,30.4,9.2,52.4,45.11,491.27,0.2478,2,0,1.2
CUST_013807,28.9,6.7,279.49,20.86,1555.19,-0.6758,2,0,1.2
CUST_013808,59.0,4.5,84.1,79.93,320.55,1.8638,2,1,1.2
CUST_013809,51.5,23.7,74.75,28.38,2072.44,-1.6694,0,1,0.0
CUST_013810,63.3,6.7,28.47,36.82,155.59,-0.095,2,0,1.2
CUST_013811,40.7,11.3,61.93,72.24,560.81,0.8823,0,1,0.0
CUST_013812,43.5,29.6,84.28,21.98,2321.43,1.8026,2,1,1.7
CUST_013813,36.8,37.9,358.42,21.91,11922.37,1.0051,0,1,0.0
CUST_013814,36.6,9.1,65.38,22.5,498.05,-0.3402,1,0,0.8
CUST_013815,27.5,44.4,84.78,89.8,4210.45,0.0428,1,0,0.5
CUST_013816,41.0,1.4,157.05,50.8,265.7,2.0247,1,1,0.5
CUST_013817,30.5,102.2,46.31,67.75,3914.89,-0.1261,1,0,0.5
CUST_013818,45.3,12.9,61.31,32.95,738.46,-0.0618,2,0,1.2
CUST_013819,42.0,9.4,253.36,19.12,1920.43,1.1716,0,0,0.0
CUST_013820,43.5,61.7,26.91,40.6,1771.3,-1.2741,0,0,0.0
CUST_013821,60.1,3.4,51.79,41.06,163.58,0.4489,0,0,0.0
CUST_013822,39.5,10.6,120.77,32.14,1168.22,1.2264,1,1,0.5
CUST_013823,49.1,10.7,123.33,5.61,1114.41,0.423,2,0,1.2
CUST_013824,64.6,13.3,739.2,64.88,9813.03,-0.2294,2,1,1.7
CUST_013825,55.7,45.3,102.93,71.6,3747.55,-0.7954,1,0,0.5
CUST_013826,53.8,45.4,55.89,48.35,2103.04,-0.2929,2,0,1.7
CUST_013827,36.3,21.5,64.04,54.24,1550.78,0.2469,2,1,1.2
CUST_013828,42.8,115.2,222.02,40.52,27796.7,-0.9452,1,0,0.5
CUST_013829,24.2,44.6,52.06,21.19,2036.88,-0.2704,2,1,1.7
CUST_013830,46.0,27.4,77.09,32.07,1691.61,-1.2634,0,0,0.0
CUST_013831,43.3,5.3,187.42,68.28,849.5,0.9442,0,1,0.0
CUST_013832,40.3,19.1,70.42,59.29,1502.53,0.4894,2,1,1.2
CUST_013833,52.3,5.8,144.66,61.04,808.14,-0.55,2,0,1.2
CUST_013834,25.5,8.6,26.56,23.8,220.33,1.3669,2,1,1.2
CUST_013835,59.6,27.8,40.45,46.31,1101.71,-0.7752,0,0,0.0
CUST_013836,50.8,4.9,57.97,31.58,238.36,-0.4838,0,0,0.0
CUST_013837,39.2,2.3,28.51,59.73,76.78,-1.677,0,0,0.0
CUST_013838,38.2,18.2,36.49,49.26,638.16,1.4916,0,1,0.0
CUST_013839,45.8,1.0,53.74,32.03,46.4,-2.2966,0,0,0.0
CUST_013840,58.3,22.5,490.0,14.13,11191.22,-0.2924,2,0,1.7
CUST_013841,41.2,55.6,123.53,63.7,6211.52,0.6721,1,1,0.5
CUST_013842,41.7,5.1,174.34,17.27,1008.26,-0.0923,1,1,0.8
CUST_013843,40.2,11.6,154.68,45.84,1983.48,-1.2819,0,0,0.0
CUST_013844,61.4,59.6,20.0,47.45,1095.87,0.7713,2,1,1.2
CUST_013845,35.6,29.2,99.67,22.91,3277.66,1.2626,1,0,0.8
CUST_013846,39.6,3.5,59.26,28.27,224.4,-0.1702,0,0,0.0
CUST_013847,57.6,11.6,25.39,23.6,247.95,0.1168,2,1,1.2
CUST_013848,41.8,33.9,129.6,28.93,4452.39,1.0311,1,1,0.8
CUST_013849,53.6,26.2,20.69,68.98,439.03,1.1934,1,1,0.5
CUST_013850,29.1,4.1,88.85,15.65,422.31,-0.0396,1,1,0.8
CUST_013851,37.5,1.5,70.65,39.96,107.68,-1.2925,2,0,1.2
CUST_013852,57.8,27.5,44.31,43.09,1368.33,0.0634,2,1,1.2
CUST_013853,31.9,22.5,194.54,23.84,4085.82,-0.8655,0,0,0.0
CUST_013854,38.2,1.5,77.19,48.73,96.37,-0.0232,1,0,0.5
CUST_013855,43.1,88.4,107.69,38.92,11250.82,-0.445,2,0,1.7
CUST_013856,28.1,7.0,154.89,20.71,1172.76,-1.9058,1,0,0.8
CUST_013857,35.0,11.7,172.86,19.64,2302.27,-0.5078,0,1,0.0
CUST_013858,41.4,4.7,98.55,37.42,526.79,1.2983,2,1,1.2
CUST_013859,40.6,42.3,43.88,32.58,1682.46,0.3179,1,1,0.5
CUST_013860,55.4,78.8,83.17,29.85,5974.39,-0.0033,2,1,1.7
CUST_013861,58.5,5.8,165.14,37.05,1058.45,1.2079,1,0,0.5
CUST_013862,29.7,8.0,55.23,21.55,381.59,-0.6406,2,1,1.2
CUST_013863,41.3,29.4,130.76,18.79,4229.34,0.1894,2,1,1.7
CUST_013864,48.1,18.0,53.75,40.6,887.92,-0.0359,1,1,0.5
CUST_013865,58.2,2.7,172.89,53.36,460.29,-0.826,1,1,0.5
CUST_013866,48.6,63.4,84.22,54.19,4290.82,1.4476,1,0,0.5
CUST_013867,43.5,22.7,38.57,63.85,753.36,-0.0248,1,1,0.5
CUST_013868,48.0,8.6,723.87,75.31,6470.64,1.7544,2,1,1.7
CUST_013869,48.1,16.2,100.6,13.28,1837.2,-0.8866,0,0,0.0
CUST_013870,28.9,16.6,20.0,25.6,317.52,1.1564,1,1,0.8
CUST_013871,42.3,17.9,42.93,46.39,840.6,-0.268,2,1,1.2
CUST_013872,57.5,16.5,267.73,18.08,5035.23,-1.3747,1,1,0.8
